adr_id,adr_name,GeneSymbol
C0013182,Drug hypersensitivity,NAT2
C0013182,Drug hypersensitivity,NLRP3
C0013182,Drug hypersensitivity,POSTN
C0013182,Drug hypersensitivity,PTGER3
C0013182,Drug hypersensitivity,PTGS1
C0013182,Drug hypersensitivity,TAC1
C0013182,Drug hypersensitivity,TBXAS1
C0013182,Drug hypersensitivity,TNF
C0013182,Drug hypersensitivity,TNFRSF10A
C0013295,Duodenal ulcer,ABO
C0013295,Duodenal ulcer,NOS2
C0013295,Duodenal ulcer,PLA2G4A
C0013295,Duodenal ulcer,PSCA
C0013295,Duodenal ulcer,PTGS2
C0013295,Duodenal ulcer,TGFB1
C0013362,Dysarthria,NPC1
C0013362,Dysarthria,PDE8B
C0013595,Eczema,CD14
C0013595,Eczema,FLG
C0013595,Eczema,IL4RA
C0013922,Embolism,PLAT
C0014038,Encephalitis,FCER2
C0014173,Endometrial hyperplasia,CDKN1C
C0014173,Endometrial hyperplasia,CELSR2
C0014173,Endometrial hyperplasia,CSRP1
C0014173,Endometrial hyperplasia,DDX1
C0014173,Endometrial hyperplasia,PTEN
C0014175,Endometriosis,ABCC4
C0014175,Endometriosis,ABCC9
C0014175,Endometriosis,ABI3BP
C0014175,Endometriosis,ACTA2
C0014175,Endometriosis,AKR1B1
C0014175,Endometriosis,AKR1C1
C0014175,Endometriosis,AKR1C2
C0014175,Endometriosis,AKR1C3
C0014175,Endometriosis,ANKH
C0014175,Endometriosis,ANKRD1
C0014175,Endometriosis,ANO4
C0014175,Endometriosis,AREG
C0014175,Endometriosis,ARHGAP28
C0014175,Endometriosis,ARNT
C0014175,Endometriosis,BMP7
C0014175,Endometriosis,BRD8
C0014175,Endometriosis,C1R
C0014175,Endometriosis,CCL1
C0014175,Endometriosis,CCL11
C0014175,Endometriosis,CCL22
C0014175,Endometriosis,CCNE2
C0014175,Endometriosis,CD226
C0014175,Endometriosis,CD55
C0014175,Endometriosis,CDKN2B-AS1
C0014175,Endometriosis,CFD
C0014175,Endometriosis,CLDN1
C0014175,Endometriosis,CNIH3
C0014175,Endometriosis,CNR1
C0014175,Endometriosis,COPS2
C0014175,Endometriosis,CPM
C0014175,Endometriosis,CXCL13
C0014175,Endometriosis,CXCL14
C0014175,Endometriosis,CXCL9
C0014175,Endometriosis,CYB5A
C0014175,Endometriosis,CYP19A1
C0014175,Endometriosis,CYP26A1
C0014175,Endometriosis,DCSTAMP
C0014175,Endometriosis,DDX5
C0014175,Endometriosis,DEPP1
C0014175,Endometriosis,DICER1
C0014175,Endometriosis,DIO2
C0014175,Endometriosis,DKK1
C0014175,Endometriosis,DUSP1
C0014175,Endometriosis,EGFR
C0014175,Endometriosis,ELAVL1
C0014175,Endometriosis,ENPP1
C0014175,Endometriosis,ERRFI1
C0014175,Endometriosis,ESR2
C0014175,Endometriosis,FAM180A
C0014175,Endometriosis,FBLN1
C0014175,Endometriosis,FBN1
C0014175,Endometriosis,FKBP5
C0014175,Endometriosis,FMO2
C0014175,Endometriosis,FOS
C0014175,Endometriosis,FOXO1A
C0014175,Endometriosis,GPX3
C0014175,Endometriosis,GREB1
C0014175,Endometriosis,HBEGF
C0014175,Endometriosis,HDAC1
C0014175,Endometriosis,HDAC2
C0014175,Endometriosis,HERC5
C0014175,Endometriosis,HLA-DPB1
C0014175,Endometriosis,HS3ST3B1
C0014175,Endometriosis,HSD17B1
C0014175,Endometriosis,HSD17B2
C0014175,Endometriosis,IDO1
C0014175,Endometriosis,IFIT1
C0014175,Endometriosis,IFNGR1
C0014175,Endometriosis,IGF1
C0014175,Endometriosis,IGFBP1
C0014175,Endometriosis,IGFBP6
C0014175,Endometriosis,IHH
C0014175,Endometriosis,IL10
C0014175,Endometriosis,IL15
C0014175,Endometriosis,IL1R1
C0014175,Endometriosis,IL7R
C0014175,Endometriosis,IMPA2
C0014175,Endometriosis,ITGA2
C0014175,Endometriosis,ITGB1
C0014175,Endometriosis,ITGB3BP
C0014175,Endometriosis,ITGB8
C0014175,Endometriosis,KLF13
C0014175,Endometriosis,KLF9
C0014175,Endometriosis,KRAS
C0014175,Endometriosis,LAMB1
C0014175,Endometriosis,LMOD1
C0014175,Endometriosis,LRRK2
C0014175,Endometriosis,LTF
C0014175,Endometriosis,MAOA
C0014175,Endometriosis,MAOB
C0014175,Endometriosis,MED1
C0014175,Endometriosis,MED14
C0014175,Endometriosis,MED16
C0014175,Endometriosis,MED17
C0014175,Endometriosis,MED4
C0014175,Endometriosis,MIR21
C0014175,Endometriosis,MTA1
C0014175,Endometriosis,MTA2
C0014175,Endometriosis,MYLIP
C0014175,Endometriosis,NCOA1
C0014175,Endometriosis,NCOA6
C0014175,Endometriosis,NCOR1
C0014175,Endometriosis,NDNF
C0014175,Endometriosis,NEDD4L
C0014175,Endometriosis,NEFM
C0014175,Endometriosis,NR1D2
C0014175,Endometriosis,NR2C1
C0014175,Endometriosis,NR2C2
C0014175,Endometriosis,NR2F2
C0014175,Endometriosis,NR2F6
C0014175,Endometriosis,NR3C1
C0014175,Endometriosis,NR3C2
C0014175,Endometriosis,NR4A1
C0014175,Endometriosis,NR5A1
C0014175,Endometriosis,NRP1
C0014175,Endometriosis,NTRK3
C0014175,Endometriosis,OLFM4
C0014175,Endometriosis,OSR2
C0014175,Endometriosis,PAPPA
C0014175,Endometriosis,PAX2
C0014175,Endometriosis,PGR
C0014175,Endometriosis,PLA2G2A
C0014175,Endometriosis,PLXNC1
C0014175,Endometriosis,PRL
C0014175,Endometriosis,PRLR
C0014175,Endometriosis,PTGER2
C0014175,Endometriosis,PTGER4
C0014175,Endometriosis,PTGFR
C0014175,Endometriosis,PTGS2
C0014175,Endometriosis,RARB
C0014175,Endometriosis,RASGRP1
C0014175,Endometriosis,RASL11A
C0014175,Endometriosis,RBPJ
C0014175,Endometriosis,RGS4
C0014175,Endometriosis,RORB
C0014175,Endometriosis,RXFP1
C0014175,Endometriosis,SCGB3A1
C0014175,Endometriosis,SELENOP
C0014175,Endometriosis,SLC16A6
C0014175,Endometriosis,SLC1A1
C0014175,Endometriosis,SLC20A1
C0014175,Endometriosis,SLC40A1
C0014175,Endometriosis,SLC7A8
C0014175,Endometriosis,SMPDL3A
C0014175,Endometriosis,SPARCL1
C0014175,Endometriosis,SRD5A1
C0014175,Endometriosis,SRD5A2
C0014175,Endometriosis,SST
C0014175,Endometriosis,STC2
C0014175,Endometriosis,SUCLG2
C0014175,Endometriosis,SULF2
C0014175,Endometriosis,TACSTD2
C0014175,Endometriosis,TAGLN
C0014175,Endometriosis,TGFB2
C0014175,Endometriosis,THRA
C0014175,Endometriosis,TMT1A
C0014175,Endometriosis,TNC
C0014175,Endometriosis,TOB1
C0014175,Endometriosis,TRH
C0014175,Endometriosis,TXNIP
C0014175,Endometriosis,UST
C0014175,Endometriosis,VCAN
C0014335,Enteritis,TNFSF15
C0014356,Enterocolitis,IL10
C0014356,Enterocolitis,NLRC4
C0014457,Eosinophilia,GATA3
C0014457,Eosinophilia,IL5
C0014457,Eosinophilia,MYD88
C0014457,Eosinophilia,RAG2
C0014457,Eosinophilia,SHARPIN
C0014457,Eosinophilia,TLR2
C0014457,Eosinophilia,TLR4
C0014527,Epidermolysis bullosa,EXPH5
C0014527,Epidermolysis bullosa,ITGB4
C0014544,Epilepsy,ABCB1
C0014544,Epilepsy,ADRA2A
C0014544,Epilepsy,AKT1
C0014544,Epilepsy,ALB
C0014544,Epilepsy,ALG13
C0014544,Epilepsy,ANKRD11
C0014544,Epilepsy,ARID1B
C0014544,Epilepsy,ASXL3
C0014544,Epilepsy,AUTS2
C0014544,Epilepsy,BDNF
C0014544,Epilepsy,CDKL5
C0014544,Epilepsy,CERT1
C0014544,Epilepsy,CHD2
C0014544,Epilepsy,CHRM1
C0014544,Epilepsy,CHRM2
C0014544,Epilepsy,CNTNAP2
C0014544,Epilepsy,DDX3X
C0014544,Epilepsy,DNM1
C0014544,Epilepsy,DYRK1A
C0014544,Epilepsy,EEF1A2
C0014544,Epilepsy,ERN1
C0014544,Epilepsy,FLNA
C0014544,Epilepsy,FOLR1
C0014544,Epilepsy,FOS
C0014544,Epilepsy,FOSB
C0014544,Epilepsy,FOXG1
C0014544,Epilepsy,GABRB2
C0014544,Epilepsy,GABRB3
C0014544,Epilepsy,GFAP
C0014544,Epilepsy,GNAO1
C0014544,Epilepsy,GPX1
C0014544,Epilepsy,GRIN2A
C0014544,Epilepsy,GRIN2B
C0014544,Epilepsy,GRM1
C0014544,Epilepsy,HCN1
C0014544,Epilepsy,HNRNPU
C0014544,Epilepsy,ILK
C0014544,Epilepsy,IQSEC2
C0014544,Epilepsy,KCNAB2
C0014544,Epilepsy,KCNH1
C0014544,Epilepsy,KCNQ2
C0014544,Epilepsy,L2HGDH
C0014544,Epilepsy,MECP2
C0014544,Epilepsy,MEF2C
C0014544,Epilepsy,NEXMIF
C0014544,Epilepsy,NPY
C0014544,Epilepsy,NPY2R
C0014544,Epilepsy,OPRD1
C0014544,Epilepsy,OPRM1
C0014544,Epilepsy,P2RX2
C0014544,Epilepsy,P2RX4
C0014544,Epilepsy,PCDH19
C0014544,Epilepsy,POLG
C0014544,Epilepsy,POMC
C0014544,Epilepsy,PURA
C0014544,Epilepsy,RAB39B
C0014544,Epilepsy,SCN1A
C0014544,Epilepsy,SCN2A
C0014544,Epilepsy,SCN8A
C0014544,Epilepsy,SELENOW
C0014544,Epilepsy,SLC12A2
C0014544,Epilepsy,SLC12A5
C0014544,Epilepsy,SLC1A1
C0014544,Epilepsy,SLC1A2
C0014544,Epilepsy,SLC1A3
C0014544,Epilepsy,SLC4A10
C0014544,Epilepsy,SLC6A1
C0014544,Epilepsy,SLCO1A5
C0014544,Epilepsy,SMC1A
C0014544,Epilepsy,SNAP25
C0014544,Epilepsy,SPARCL1
C0014544,Epilepsy,STAMBP
C0014544,Epilepsy,STX1B
C0014544,Epilepsy,STXBP1
C0014544,Epilepsy,SYNGAP1
C0014544,Epilepsy,TGFB1
C0014544,Epilepsy,TSC1
C0014544,Epilepsy,TSC2
C0014544,Epilepsy,TXNRD1
C0014544,Epilepsy,UBE3A
C0014544,Epilepsy,VDAC1
C0014544,Epilepsy,VDAC2
C0014544,Epilepsy,WDR45
C0014742,Erythema multiforme,MASP2
C0014804,Erythromelalgia,SCN9A
C0015523,Factor XI deficiency,F11
C0015544,Failure to thrive,A
C0015544,Failure to thrive,ABL1
C0015624,Fanconi syndrome,EHHADH
C0015624,Fanconi syndrome,GATM
C0015624,Fanconi syndrome,GPX3
C0015624,Fanconi syndrome,SLC2A2
C0015624,Fanconi syndrome,SLC34A1
C0015672,Fatigue,EPO
C0015672,Fatigue,IFNA2
C0015672,Fatigue,SOD1
C0015672,Fatigue,TGFBR2
C0015672,Fatigue,TNFRSF10A
C0016059,Fibrosis,A
C0016059,Fibrosis,ACTA2
C0016059,Fibrosis,ADAM10
C0016059,Fibrosis,ADCY5
C0016059,Fibrosis,ADRA2A
C0016059,Fibrosis,ADRA2C
C0016059,Fibrosis,ADRB2
C0016059,Fibrosis,AGT
C0016059,Fibrosis,AGTR1A
C0016059,Fibrosis,AKT1
C0016059,Fibrosis,ALB
C0016059,Fibrosis,ANGPT1
C0016059,Fibrosis,APLN
C0016059,Fibrosis,APOE
C0016059,Fibrosis,ATM
C0016059,Fibrosis,ATP6AP2
C0016059,Fibrosis,BACH1
C0016059,Fibrosis,BMP10
C0016059,Fibrosis,CCND2
C0016059,Fibrosis,CDH1
C0016059,Fibrosis,CEBPB
C0016059,Fibrosis,CHRNA1
C0016059,Fibrosis,COL1A1
C0016059,Fibrosis,COL1A2
C0016059,Fibrosis,COL3A1
C0016059,Fibrosis,CSF3
C0016059,Fibrosis,CTNNB1
C0016059,Fibrosis,CYP19A1
C0016059,Fibrosis,DCN
C0016059,Fibrosis,FECH
C0016059,Fibrosis,GPX4
C0016059,Fibrosis,HMOX1
C0016059,Fibrosis,IL1B
C0016059,Fibrosis,IL1RN
C0016059,Fibrosis,IL4
C0016059,Fibrosis,KLK1
C0016059,Fibrosis,LEPR
C0016059,Fibrosis,LGALS3
C0016059,Fibrosis,LIPA
C0016059,Fibrosis,MAP2K7
C0016059,Fibrosis,MIR133A1
C0016059,Fibrosis,MIR21
C0016059,Fibrosis,MIR217
C0016059,Fibrosis,MIR30D
C0016059,Fibrosis,MIR30E
C0016059,Fibrosis,MIRLET7F-2
C0016059,Fibrosis,NOTCH2
C0016059,Fibrosis,NPR1
C0016059,Fibrosis,PDGFB
C0016059,Fibrosis,PDGFD
C0016059,Fibrosis,PIK3CG
C0016059,Fibrosis,PTGS2
C0016059,Fibrosis,REN
C0016059,Fibrosis,S1PR2
C0016059,Fibrosis,SFRP1
C0016059,Fibrosis,SIRT1
C0016059,Fibrosis,SIRT6
C0016059,Fibrosis,SLC27A2
C0016059,Fibrosis,SOD2
C0016059,Fibrosis,SPHK1
C0016059,Fibrosis,STAT3
C0016059,Fibrosis,TAC1
C0016059,Fibrosis,TGFB1
C0016059,Fibrosis,THBS1
C0016059,Fibrosis,THG1L
C0016059,Fibrosis,TLR4
C0016059,Fibrosis,TNF
C0016059,Fibrosis,TRPC6
C0016059,Fibrosis,VIM
C0016382,Flushing,ALDH2
C0016382,Flushing,HCAR2
C0016382,Flushing,OXT
C0016382,Flushing,PTGS1
C0016382,Flushing,TPSAB1
C0016382,Flushing,VIP
C0016751,Fructose intolerance,ALDOB
C0017160,Gastroenteritis,F2RL1
C0017566,Gingival hyperplasia,FGF7
C0017566,Gingival hyperplasia,PDGFB
C0017567,Gingival hypertrophy,ANTXR2
C0017574,Gingivitis,TNFRSF8
C0017601,Glaucoma,CDKN2A
C0017601,Glaucoma,CDKN2B
C0017601,Glaucoma,LTBP2
C0017601,Glaucoma,MYLK
C0017601,Glaucoma,MYOC
C0017601,Glaucoma,SLC4A4
C0017601,Glaucoma,TDRD7
C0017601,Glaucoma,TGFB2
C0017636,Glioblastoma,APC
C0017636,Glioblastoma,BCHE
C0017636,Glioblastoma,BHLHE40
C0017636,Glioblastoma,BMI1
C0017636,Glioblastoma,BRD2
C0017636,Glioblastoma,BRD4
C0017636,Glioblastoma,CCNH
C0017636,Glioblastoma,CD9
C0017636,Glioblastoma,CDK6
C0017636,Glioblastoma,CHI3L1
C0017636,Glioblastoma,CSTA
C0017636,Glioblastoma,CSTB
C0017636,Glioblastoma,CTNND2
C0017636,Glioblastoma,CTSB
C0017636,Glioblastoma,CTSK
C0017636,Glioblastoma,CXCL8
C0017636,Glioblastoma,DEUP1
C0017636,Glioblastoma,DUSP6
C0017636,Glioblastoma,EGF
C0017636,Glioblastoma,EGFR
C0017636,Glioblastoma,FAM83D
C0017636,Glioblastoma,FAT1
C0017636,Glioblastoma,FN1
C0017636,Glioblastoma,FOSL2
C0017636,Glioblastoma,GDNF
C0017636,Glioblastoma,GRIK2
C0017636,Glioblastoma,GSTT1
C0017636,Glioblastoma,H2AX
C0017636,Glioblastoma,H3-3A
C0017636,Glioblastoma,H3C2
C0017636,Glioblastoma,HES1
C0017636,Glioblastoma,HEY1
C0017636,Glioblastoma,HIF1A
C0017636,Glioblastoma,HNF1B
C0017636,Glioblastoma,HOXD10
C0017636,Glioblastoma,IFNA2
C0017636,Glioblastoma,IL1B
C0017636,Glioblastoma,IL2
C0017636,Glioblastoma,JAG1
C0017636,Glioblastoma,JAG2
C0017636,Glioblastoma,LRRC59
C0017636,Glioblastoma,LTBP4
C0017636,Glioblastoma,LZTR1
C0017636,Glioblastoma,MACIR
C0017636,Glioblastoma,MDM4
C0017636,Glioblastoma,MET
C0017636,Glioblastoma,MGMT
C0017636,Glioblastoma,MMP2
C0017636,Glioblastoma,MMP9
C0017636,Glioblastoma,MTOR
C0017636,Glioblastoma,MYC
C0017636,Glioblastoma,NCOR1
C0017636,Glioblastoma,NDRG1
C0017636,Glioblastoma,NF1
C0017636,Glioblastoma,NOTCH1
C0017636,Glioblastoma,NOTCH2
C0017636,Glioblastoma,NOTCH3
C0017636,Glioblastoma,PIM1
C0017636,Glioblastoma,PML
C0017636,Glioblastoma,POLK
C0017636,Glioblastoma,PRKN
C0017636,Glioblastoma,PROM1
C0017636,Glioblastoma,PTK2
C0017636,Glioblastoma,RECK
C0017636,Glioblastoma,RUNX1
C0017636,Glioblastoma,RUNX3
C0017636,Glioblastoma,SEPTIN14
C0017636,Glioblastoma,SLC22A10
C0017636,Glioblastoma,SRRT
C0017636,Glioblastoma,SUZ12
C0017636,Glioblastoma,TES
C0017636,Glioblastoma,TGM2
C0017636,Glioblastoma,TMEM135
C0017636,Glioblastoma,TNFSF10
C0017636,Glioblastoma,TP53BP1
C0017636,Glioblastoma,TRMT11
C0017636,Glioblastoma,VEGFA
C0017636,Glioblastoma,WT1
C0017636,Glioblastoma,ZBTB7A
C0017658,Glomerulonephritis,ADM
C0017658,Glomerulonephritis,AGT
C0017658,Glomerulonephritis,ALB
C0017658,Glomerulonephritis,CCL1
C0017658,Glomerulonephritis,CCL2
C0017658,Glomerulonephritis,CCL3
C0017658,Glomerulonephritis,CCL4
C0017658,Glomerulonephritis,CCL5
C0017658,Glomerulonephritis,CCL7
C0017658,Glomerulonephritis,CFD
C0017658,Glomerulonephritis,CXCL8
C0017658,Glomerulonephritis,CXCR3
C0017658,Glomerulonephritis,DES
C0017658,Glomerulonephritis,ESR1
C0017658,Glomerulonephritis,FAS
C0017658,Glomerulonephritis,IFNG
C0017658,Glomerulonephritis,IL10
C0017658,Glomerulonephritis,IL18
C0017658,Glomerulonephritis,IL1B
C0017658,Glomerulonephritis,IL2
C0017658,Glomerulonephritis,IL2RA
C0017658,Glomerulonephritis,IL6
C0017658,Glomerulonephritis,JUND
C0017658,Glomerulonephritis,MIR100
C0017658,Glomerulonephritis,MIR10B
C0017658,Glomerulonephritis,NGF
C0017658,Glomerulonephritis,NPHS1
C0017658,Glomerulonephritis,POMC
C0017658,Glomerulonephritis,PPARG
C0017658,Glomerulonephritis,TNF
C0017658,Glomerulonephritis,WT1
C0017665,Glomerulonephritis membranous,ALB
C0017665,Glomerulonephritis membranous,APOA1
C0017665,Glomerulonephritis membranous,C3
C0017665,Glomerulonephritis membranous,GAA
C0017665,Glomerulonephritis membranous,HLA-DQA1
C0017665,Glomerulonephritis membranous,HLA-DRB1
C0018099,Gout,ABCG2
C0018099,Gout,ALDH16A1
C0018099,Gout,ALPK1
C0018099,Gout,CARD8
C0018099,Gout,CD14
C0018099,Gout,IL1B
C0018099,Gout,IL1RN
C0018099,Gout,SLC2A9
C0018099,Gout,TGFB1
C0018099,Gout,XDH
C0018378,Guillain-Barre syndrome,PMP22
C0018552,Hamartoma,CYP1A1
C0018552,Hamartoma,FLCN
C0018681,Headache,CSF3
C0018681,Headache,GNRH1
C0018681,Headache,IFNA2
C0018681,Headache,IL6
C0018681,Headache,OXT
C0018800,Cardiomegaly,ADRA1B
C0018800,Cardiomegaly,ADRA2A
C0018800,Cardiomegaly,ADRA2C
C0018800,Cardiomegaly,AGT
C0018800,Cardiomegaly,AGTR1A
C0018800,Cardiomegaly,AHR
C0018800,Cardiomegaly,AKAP5
C0018800,Cardiomegaly,AKT1
C0018800,Cardiomegaly,AOC1
C0018800,Cardiomegaly,APLN
C0018800,Cardiomegaly,ATP2A2
C0018800,Cardiomegaly,BAMBI
C0018800,Cardiomegaly,CABIN1
C0018800,Cardiomegaly,CAV1
C0018800,Cardiomegaly,CAV3
C0018800,Cardiomegaly,CCND2
C0018800,Cardiomegaly,CEBPB
C0018800,Cardiomegaly,CPT1B
C0018800,Cardiomegaly,CTF1
C0018800,Cardiomegaly,CYP1A1
C0018800,Cardiomegaly,CYP1B1
C0018800,Cardiomegaly,CYP2C11
C0018800,Cardiomegaly,CYP2E1
C0018800,Cardiomegaly,CYP4A3
C0018800,Cardiomegaly,DMD
C0018800,Cardiomegaly,EDN1
C0018800,Cardiomegaly,FGF2
C0018800,Cardiomegaly,FHL2
C0018800,Cardiomegaly,FNDC5
C0018800,Cardiomegaly,GAS6
C0018800,Cardiomegaly,GATA4
C0018800,Cardiomegaly,GLRX3
C0018800,Cardiomegaly,GRK2
C0018800,Cardiomegaly,GSK3B
C0018800,Cardiomegaly,GSN
C0018800,Cardiomegaly,HAND2
C0018800,Cardiomegaly,HDAC2
C0018800,Cardiomegaly,HIF1A
C0018800,Cardiomegaly,HMOX1
C0018800,Cardiomegaly,HRC
C0018800,Cardiomegaly,HTR2B
C0018800,Cardiomegaly,IDH2
C0018800,Cardiomegaly,IGF1
C0018800,Cardiomegaly,IL18
C0018800,Cardiomegaly,IL1B
C0018800,Cardiomegaly,ITPR2
C0018800,Cardiomegaly,LEP
C0018800,Cardiomegaly,LIF
C0018800,Cardiomegaly,MFN2
C0018800,Cardiomegaly,MIR125B2
C0018800,Cardiomegaly,MIR21
C0018800,Cardiomegaly,MIR384
C0018800,Cardiomegaly,MT2A
C0018800,Cardiomegaly,MYBPC3
C0018800,Cardiomegaly,MYH6
C0018800,Cardiomegaly,MYOCD
C0018800,Cardiomegaly,NKX2-5
C0018800,Cardiomegaly,NOS3
C0018800,Cardiomegaly,NPPA
C0018800,Cardiomegaly,NPPB
C0018800,Cardiomegaly,NPR1
C0018800,Cardiomegaly,PIK3CG
C0018800,Cardiomegaly,PLD1
C0018800,Cardiomegaly,PLD2
C0018800,Cardiomegaly,PLPP3
C0018800,Cardiomegaly,POMC
C0018800,Cardiomegaly,PPARA
C0018800,Cardiomegaly,PPARD
C0018800,Cardiomegaly,PRKAA2
C0018800,Cardiomegaly,PRKCA
C0018800,Cardiomegaly,PRKCB
C0018800,Cardiomegaly,PRKCZ
C0018800,Cardiomegaly,RBCK1
C0018800,Cardiomegaly,REN
C0018800,Cardiomegaly,REN2
C0018800,Cardiomegaly,ROCK2
C0018800,Cardiomegaly,RRAD
C0018800,Cardiomegaly,SHC1
C0018800,Cardiomegaly,SIRT4
C0018800,Cardiomegaly,SIRT6
C0018800,Cardiomegaly,SLC2A4
C0018800,Cardiomegaly,SOD2
C0018800,Cardiomegaly,SOX4
C0018800,Cardiomegaly,SRC
C0018800,Cardiomegaly,STAT3
C0018800,Cardiomegaly,TBX20
C0018800,Cardiomegaly,TNF
C0018800,Cardiomegaly,TNNT2
C0018800,Cardiomegaly,TRIM63
C0018800,Cardiomegaly,TRPC1
C0018800,Cardiomegaly,UCP2
C0018843,Heat stroke,ALPL
C0018843,Heat stroke,FOS
C0018843,Heat stroke,IL10
C0018843,Heat stroke,IL11RA1
C0018843,Heat stroke,IL1A
C0018843,Heat stroke,IL1B
C0018843,Heat stroke,IL6
C0018843,Heat stroke,IL6RA
C0018843,Heat stroke,JUN
C0018843,Heat stroke,NFKB1
C0018843,Heat stroke,NFKB2
C0018843,Heat stroke,REL
C0018843,Heat stroke,RELA
C0018843,Heat stroke,RELB
C0018843,Heat stroke,TNF
C0018991,Hemiplegia,CGA
C0019151,Hepatic encephalopathy,GABRA1
C0019151,Hepatic encephalopathy,GABRB1
C0019151,Hepatic encephalopathy,GABRG2
C0019151,Hepatic encephalopathy,GC
C0019151,Hepatic encephalopathy,GLUL
C0019151,Hepatic encephalopathy,LTA
C0019151,Hepatic encephalopathy,MAOA
C0019151,Hepatic encephalopathy,MAOB
C0019151,Hepatic encephalopathy,NOS1
C0019151,Hepatic encephalopathy,OPRM1
C0019151,Hepatic encephalopathy,PRKDC
C0019151,Hepatic encephalopathy,S100B
C0019151,Hepatic encephalopathy,TNF
C0019151,Hepatic encephalopathy,TSPO
C0019158,Hepatitis,ALB
C0019158,Hepatitis,ATP7B
C0019158,Hepatitis,CAT
C0019158,Hepatitis,ENPP2
C0019158,Hepatitis,F2R
C0019158,Hepatitis,FASLG
C0019158,Hepatitis,GNMT
C0019158,Hepatitis,GZMB
C0019158,Hepatitis,HMOX1
C0019158,Hepatitis,IFNG
C0019158,Hepatitis,INS
C0019158,Hepatitis,KEAP1
C0019158,Hepatitis,PARP1
C0019158,Hepatitis,SPARC
C0019158,Hepatitis,TF
C0019158,Hepatitis,TNF
C0019163,Hepatitis B,CYP2A6
C0019163,Hepatitis B,HP
C0019163,Hepatitis B,IFNA1
C0019163,Hepatitis B,IFNA2
C0019163,Hepatitis B,IFNAR2
C0019163,Hepatitis B,IFNB1
C0019163,Hepatitis B,IFNG
C0019163,Hepatitis B,IFNGR1
C0019163,Hepatitis B,IL10RB
C0019163,Hepatitis B,LOX
C0019163,Hepatitis B,LOXL2
C0019163,Hepatitis B,MIR100
C0019163,Hepatitis B,MIR122
C0019163,Hepatitis B,MIR125B2
C0019163,Hepatitis B,MIR1468
C0019163,Hepatitis B,MIR148A
C0019163,Hepatitis B,MIR190A
C0019163,Hepatitis B,MIR192
C0019163,Hepatitis B,MIR193B
C0019163,Hepatitis B,MIR194-2
C0019163,Hepatitis B,MIR204
C0019163,Hepatitis B,MIR28
C0019163,Hepatitis B,MIR365A
C0019163,Hepatitis B,MIR365B
C0019163,Hepatitis B,MIR378A
C0019163,Hepatitis B,MIR378I
C0019163,Hepatitis B,MIR455
C0019163,Hepatitis B,MIR6881
C0019163,Hepatitis B,MIR885
C0019163,Hepatitis B,MIR99A
C0019163,Hepatitis B,MIRLET7C
C0019163,Hepatitis B,SLC10A1
C0019163,Hepatitis B,STAT4
C0019187,Hepatitis alcoholic,CCL5
C0019187,Hepatitis alcoholic,CXCL8
C0019187,Hepatitis alcoholic,STS
C0019187,Hepatitis alcoholic,SULT1E1
C0019187,Hepatitis alcoholic,TNF
C0019196,Hepatitis C,C1QC
C0019196,Hepatitis C,CCR5
C0019196,Hepatitis C,CD209
C0019196,Hepatitis C,CD81
C0019196,Hepatitis C,CYP2A6
C0019196,Hepatitis C,CYP2B1
C0019196,Hepatitis C,CYP3A4
C0019196,Hepatitis C,HFE
C0019196,Hepatitis C,IFNA2
C0019196,Hepatitis C,IFNG
C0019196,Hepatitis C,IFNL3
C0019196,Hepatitis C,LOX
C0019196,Hepatitis C,LOXL2
C0019196,Hepatitis C,LPL
C0019196,Hepatitis C,OPRM1
C0019196,Hepatitis C,RIGI
C0019196,Hepatitis C,SCARB1
C0019196,Hepatitis C,TLR7
C0019196,Hepatitis C,TLR8
C0019209,Hepatomegaly,A1BG
C0019209,Hepatomegaly,ABCC3
C0019209,Hepatomegaly,ACOT1
C0019209,Hepatomegaly,ADAM3A
C0019209,Hepatomegaly,ADAMTS5
C0019209,Hepatomegaly,ADAMTSL2
C0019209,Hepatomegaly,AHR
C0019209,Hepatomegaly,AKR7A3
C0019209,Hepatomegaly,AKT1
C0019209,Hepatomegaly,ALB
C0019209,Hepatomegaly,ALDH1B1
C0019209,Hepatomegaly,ATG5
C0019209,Hepatomegaly,ATG7
C0019209,Hepatomegaly,CABCOCO1
C0019209,Hepatomegaly,CAMK2A
C0019209,Hepatomegaly,COPS3
C0019209,Hepatomegaly,CRYGD
C0019209,Hepatomegaly,CYBA
C0019209,Hepatomegaly,CYGB
C0019209,Hepatomegaly,CYP1A1
C0019209,Hepatomegaly,CYP1A2
C0019209,Hepatomegaly,CYP1B1
C0019209,Hepatomegaly,CYP2B1
C0019209,Hepatomegaly,DAPK2
C0019209,Hepatomegaly,DSCAM
C0019209,Hepatomegaly,FGF12
C0019209,Hepatomegaly,GALNT13
C0019209,Hepatomegaly,GPER1
C0019209,Hepatomegaly,GPR155
C0019209,Hepatomegaly,HDC
C0019209,Hepatomegaly,IFNA2
C0019209,Hepatomegaly,IGG-2A
C0019209,Hepatomegaly,IGH-6
C0019209,Hepatomegaly,IGKC
C0019209,Hepatomegaly,KEAP1
C0019209,Hepatomegaly,KLF11
C0019209,Hepatomegaly,KRT90
C0019209,Hepatomegaly,LDLR
C0019209,Hepatomegaly,LEP
C0019209,Hepatomegaly,LEPR
C0019209,Hepatomegaly,MAPK14
